tree_type,latitude,longitude,size
Callery pear,40.62373268313365,-73.97370618098121,5161
Callery pear,40.64654633725775,-73.79808814955805,4841
Callery pear,40.78472053328293,-73.95309026323557,3643
Littleleaf linden,40.74647708629916,-73.87875935479985,4259
Littleleaf linden,40.60960276730659,-74.11362012289398,3900
Littleleaf linden,40.70212184990503,-73.96983384243326,3896
Littleleaf linden,40.745364860312826,-73.77983286259123,3836
Littleleaf linden,40.68166808004506,-73.88247014820614,3551
Littleleaf linden,40.53516010642188,-74.19184040264062,2975
Littleleaf linden,40.79100959754122,-73.9503877484301,2848
Littleleaf linden,40.670663911206724,-73.76875461542858,2790
Littleleaf linden,40.85097534101795,-73.87308030953334,1047
Littleleaf linden,40.62442967266025,-73.97248111038272,640
Green ash,40.667244919689026,-73.82714772371952,2127
Green ash,40.54070325646413,-74.19858387729799,1865
Green ash,40.85454399080357,-73.86538451542411,1863
Green ash,40.6170927418006,-73.971265786429,1792
Green ash,40.718933969012696,-73.74859124394453,1655
Green ash,40.77900482408602,-73.9275186043871,1640
Green ash,40.693133351514156,-73.96980190524687,1547
Green ash,40.75005877145465,-73.85444563113258,1519
Green ash,40.5929937585849,-74.12476774758255,1395
Green ash,40.69259518494906,-73.90403686958177,848
Crape myrtle,34.04765794234017,-117.5728795800965,1666
Crape myrtle,41.156695,-104.752656,1611
Crape myrtle,35.392444749999996,-120.60372199999999,829
Crape myrtle,34.05791637406963,-117.66234281578632,459
Crape myrtle,41.306981,-105.617163,28
Crape myrtle,35.881776,-118.656086,24
Crape myrtle,35.122776,-117.95667,9
Crape myrtle,34.839964,-115.967051,2
Crape myrtle,34.07380580477964,-117.62873637957789,1
Crape myrtle,34.02111914531591,-117.62850025076253,1
,34.06334,-117.65089,
,34.0907435,-117.6110333,
,34.0907435,-117.6110333,
,34.0744243,-117.6348743,
,34.070286,-117.588185,
,34.0812712,-117.619859,
Green ash,38.94128563511905,-94.72315690178571,484
Green ash,38.97272280392157,-94.87366805882353,321
Green ash,39.00130807196262,-94.67194555140188,283
Green ash,38.90053005111111,-94.63911871555555,200
Green ash,38.922623825206614,-94.67173183099173,168
Green ash,38.963052013,-94.643393549,111
Green ash,38.992402369863015,-94.75291869863015,102
Green ash,38.902067758657246,-94.70244190106007,96
Green ash,38.95597376041667,-94.83649807291665,90
Green ash,38.96483598288288,-94.69602915315315,73
Pin oak,39.001479175813955,-94.66786468930232,742
Pin oak,39.13185946666667,-100.45396153333333,678
Pin oak,38.852719711486486,-94.64517826858108,437
Pin oak,38.95161785957447,-94.7522004893617,359
Pin oak,38.94636401051213,-94.68162936765499,296
Pin oak,38.96344562283737,-94.84099884775087,289
Pin oak,38.84889540027855,-94.68805737660168,247
Pin oak,38.947185857374635,-94.6431977938053,215
Pin oak,38.95714537254005,-94.70644589977117,141
Pin oak,38.90982502914979,-94.70566921862348,15
Red maple,38.9006343752316,-94.68869125450999,3122
Red maple,39.133122,-100.460357,2810
Red maple,38.857223894010254,-94.70053671204356,2392
Red maple,38.933281,-101.369448,2051
Red maple,38.88832313395018,-94.72515504587189,1389
Red maple,39.001634338512396,-94.67195389305785,806
Red maple,38.85667996479933,-94.65895730493311,605
Red maple,38.90548691972642,-94.63978847091433,66
Red maple,38.927920858188585,-94.72022065769231,30
Red maple,38.96765624242424,-94.85421153030303,18
Norway maple,38.91389465849057,-94.67766899056603,176
Norway maple,39.01142110128205,-94.66545448461538,88
Norway maple,38.87039504431818,-94.66036836022727,78
Norway maple,38.96638646153846,-94.85965746153846,54
Norway maple,38.88627002954546,-94.72154330795455,53
Norway maple,38.94611553518518,-94.65764412222222,40
Norway maple,38.974865765,-94.68782615,40
Norway maple,38.960425875,-94.767184625,13
Norway maple,38.836132049999996,-94.71220435,12
Norway maple,38.93378153,-94.71642863,8
Honeylocust,38.86104636060606,-94.70519530606062,298
Honeylocust,38.93779602177419,-94.71455355403225,143
Honeylocust,38.91458658888889,-94.64040735925926,124
Honeylocust,39.016491981578945,-94.66730482631579,105
Honeylocust,38.85986423846154,-94.66347491118881,81
Honeylocust,38.977960125,-94.845535875,49
Honeylocust,38.922313830536915,-94.68180099463086,41
Honeylocust,38.84084184390244,-94.63986788048781,38
Honeylocust,38.89941930380952,-94.72439694380952,33
Honeylocust,38.96933896326531,-94.68416059387756,8
Callery pear,38.94547675566037,-94.65819673018869,294
Callery pear,39.133122,-100.460357,191
Callery pear,38.87526865183246,-94.68923686701571,167
Callery pear,38.9975305984252,-94.67489400236221,162
Callery pear,38.90778258197279,-94.70402727414967,150
Callery pear,38.956056555555556,-94.84164161111111,141
Callery pear,38.933230194326235,-94.72698164468085,127
Callery pear,38.90250434730539,-94.64309968802395,106
Callery pear,38.851973706790126,-94.66283557839506,18
Callery pear,38.87480439733333,-94.72372298799999,1
Littleleaf linden,38.941773403614455,-94.71398891626505,252
Littleleaf linden,38.85395525992063,-94.6549385079365,166
Littleleaf linden,38.92857166666667,-94.66940030555556,121
Littleleaf linden,38.88582329256198,-94.71113243801653,121
Littleleaf linden,39.02244038571429,-94.66922574285714,62
Littleleaf linden,38.9629214,-94.8388658,54
Littleleaf linden,38.90123372222222,-94.62616876444444,53
Littleleaf linden,38.8584185516129,-94.68781063387097,45
Littleleaf linden,38.969247515094345,-94.65483198867925,21
Littleleaf linden,38.90729297272728,-94.71306377768596,5
London planetree,38.838788436363636,-94.71784537272728,20
London planetree,38.9475122,-94.70439188181818,13
London planetree,38.95124008333334,-94.84024899999999,12
London planetree,39.0181827,-94.66777819999999,11
London planetree,38.88181053076923,-94.69979576153847,11
London planetree,38.844307,-94.680053,11
London planetree,38.952684,-94.82739,8
London planetree,38.953062,-94.71455,5
London planetree,38.949341679999996,-94.70427358,5
London planetree,38.9456162125,-94.7041449875,1
Littleleaf linden,40.46891809895349,-79.9250568626938,516
Littleleaf linden,40.481875771875,-80.02384171239584,372
Littleleaf linden,40.407718961796874,-80.01134674757813,324
Littleleaf linden,40.44216437810811,-79.91685981069497,259
Littleleaf linden,40.43139604243697,-79.97425587613445,248
Littleleaf linden,40.44497284098592,-80.05716331232394,209
Littleleaf linden,40.454110568851675,-79.89485416229665,142
Littleleaf linden,40.451373756419756,-80.0139592119753,128
Littleleaf linden,40.418700913306445,-79.92619455528225,119
Littleleaf linden,40.44694466172043,-79.94510918193548,96
Red maple,40.471889326393764,-79.92818589961013,526
Red maple,40.45243605794676,-80.0170476353232,513
Red maple,40.415788042808394,-79.92113051737532,512
Red maple,40.452078212579366,-79.89144255857143,409
Red maple,40.481909715187165,-80.0291985086631,381
Red maple,40.43825871310547,-79.97638323541015,257
Red maple,40.44415269107579,-79.92419414784841,252
Red maple,40.44907073683099,-80.05827084316901,243
Red maple,40.463707820739295,-79.95507864727627,187
Red maple,40.40505213028807,-80.00657256921811,142
Norway maple,40.476133144992026,-79.9226465622807,682
Norway maple,40.455150755739346,-80.00992236486215,627
Norway maple,40.41560943501292,-79.98778381937984,404
Norway maple,40.3971144144,-79.93375816288,399
Norway maple,40.40216636456929,-80.02301764127341,387
Norway maple,40.48259962607973,-80.0260642323588,301
Norway maple,40.45916499670792,-79.95165869069307,286
Norway maple,40.44612839329114,-80.05587827232068,267
Norway maple,40.435898510351905,-79.92456152634898,237
Norway maple,40.45264710594405,-79.89443346437064,125
Pin oak,40.46799547938389,-80.02119903374407,467
Pin oak,40.44316574276224,-79.90374392545455,286
Pin oak,40.44137992062098,-79.9420988117773,266
Pin oak,40.479251170639095,-79.9148848043985,211
Pin oak,40.40799349138889,-80.04492801777778,165
Pin oak,40.42550549042424,-79.93147836757576,143
Pin oak,40.446239569565215,-80.07168686652174,53
Pin oak,40.41415265094339,-80.00074222339623,36
Pin oak,40.47269035048951,-79.93442221601399,23
Pin oak,40.38047498454545,-79.91701207727273,22
London planetree,40.44307263223169,-79.95653814555367,678
London planetree,40.45452652753086,-80.0074878698354,587
London planetree,40.446617985652175,-79.90273948230978,451
London planetree,40.47133236048781,-79.92150280815964,400
London planetree,40.441305009557524,-79.927139569941,368
London planetree,40.40753065292517,-79.99137430013606,243
London planetree,40.479353138930485,-80.02878913925133,187
London planetree,40.42300647375,-79.917483699625,147
London planetree,40.447630474545456,-80.05787155163637,108
London planetree,40.42665201953704,-80.01821888064815,55
Callery pear,40.45981483469799,-79.93483364042507,483
Callery pear,40.4619947390172,-80.01978452700246,447
Callery pear,40.426975753313606,-79.97863029964496,407
Callery pear,40.4160682194054,-80.01679068686487,338
Callery pear,40.441043111875,-79.95172639971591,288
Callery pear,40.42015087486111,-79.92401987628472,271
Callery pear,40.469966679409595,-79.9602670498155,270
Callery pear,40.44601886637681,-79.99182235202899,185
Callery pear,40.45774771588889,-79.91279392729629,176
Callery pear,40.44230412663462,-80.04647702634614,104
Green ash,40.427326253000004,-79.984156066,54
Green ash,40.46148003535715,-79.94893141464286,30
Green ash,40.453352851,-79.886416629,30
Green ash,40.452441879000006,-80.011272675,28
Green ash,40.432730415,-79.946807565,28
Green ash,40.48207690928571,-79.89457148071428,20
Green ash,40.390583340666666,-79.997459308,20
Green ash,40.456692836923075,-80.04440669923078,15
Green ash,40.431353030333334,-79.91502031766666,13
Green ash,40.4689833905,-79.9237759075,10
Honeylocust,40.47648856166666,-79.91494833266667,30
Honeylocust,40.4330224,-79.97630321000001,24
Honeylocust,40.43524772666667,-79.94281789791667,12
Honeylocust,40.44972643,-80.06326354333333,10
Honeylocust,40.45396667999999,-79.877822522,7
Honeylocust,40.46622127714286,-80.00548396714285,7
Honeylocust,40.37463925,-79.914838665,3
Honeylocust,40.452147875,-79.953104015,3
Honeylocust,40.43159987571429,-79.91482117285715,3
Honeylocust,40.41478832333333,-80.02244256,2
Norway maple,45.51602244688213,-122.68753896053232,3397
Norway maple,45.48675387288372,-122.52561581376744,2658
Norway maple,45.49546687117925,-122.59033515134772,2630
Norway maple,45.59356622007692,-122.75105742201923,2316
Norway maple,45.51307389595561,-122.64212014334085,2130
Norway maple,45.55593052110392,-122.65363535025021,1649
Norway maple,45.543742659384975,-122.60430051018778,1484
Norway maple,45.57011137172832,-122.70168984596725,1075
Norway maple,45.471348949227114,-122.63861408687391,1040
Norway maple,45.53763559639759,-122.53354650879517,830
Red maple,45.53854219598868,-122.65277415262982,3004
Red maple,45.54635986921939,-122.52552484401077,2943
Red maple,45.52286235991505,-122.68598226326878,2205
Red maple,45.49193884227665,-122.6348161534294,1735
Red maple,45.467590679381026,-122.69582915350756,1393
Red maple,45.574839788743716,-122.69360345068199,1231
Red maple,45.4788625132137,-122.51855256035888,881
Red maple,45.536429071873016,-122.6088194527891,743
Red maple,45.57166350922815,-122.75986242973893,727
Red maple,45.49697271018684,-122.57601153988627,613
Crape myrtle,45.54064454317073,-122.60257196097561,157
Crape myrtle,45.527190854375,-122.70394164375,140
Crape myrtle,45.50507805988372,-122.50731795348838,123
Crape myrtle,45.541852744267516,-122.63292734840765,107
Crape myrtle,45.49799049864286,-122.63036194428571,86
Crape myrtle,45.55852957495327,-122.66269966448598,74
Crape myrtle,45.57568958959183,-122.70811728367347,49
Crape myrtle,45.478685337708335,-122.68676023958334,48
Crape myrtle,45.48790205189189,-122.57232592972973,36
Crape myrtle,45.54175184555556,-122.52034308333333,32
Crape myrtle,34.14837118293388,-117.50022223181817,1672
Crape myrtle,34.14692547809441,-117.58846481145105,1632
Crape myrtle,34.094526265308644,-117.5651626377572,1546
Crape myrtle,34.14316116340585,-117.52890786757308,1471
Crape myrtle,34.15123302380546,-117.61733070759387,1397
Crape myrtle,34.110813484034935,-117.5368142609607,1172
Crape myrtle,34.12754730721216,-117.57653114941786,1145
Crape myrtle,34.108337415915074,-117.60150301255982,1144
Crape myrtle,34.13229860405154,-117.61041267251252,972
Crape myrtle,34.13194153420956,-117.55191471433824,726
Red maple,43.14256879396985,-77.63134950778895,615
Red maple,40.72233920212766,-73.99681668085105,453
Red maple,43.16321320764228,-77.57410882276423,398
Red maple,41.7861707,-74.3010402,123
Red maple,43.1176342173913,-77.49705976086956,94
Red maple,43.10121505294118,-77.69683649558823,68
Red maple,43.18099933200883,-77.63076816754966,46
Red maple,43.23717032276423,-77.62682989918699,9
Red maple,42.869911,-77.885842,2
Red maple,40.85455711111111,-73.93374711111112,1
Honeylocust,40.71944972483222,-73.99249012751677,1467
Honeylocust,43.152908266189506,-77.60359760899796,1300
Honeylocust,43.182312138769234,-77.63542290615385,1065
Honeylocust,43.151744237398376,-77.56178514095528,984
Honeylocust,43.13935664967136,-77.63847890272301,803
Honeylocust,42.738921,-77.200837,183
Honeylocust,43.177841886052306,-77.580197549066,149
Honeylocust,42.53908,-77.627288,65
Honeylocust,43.23762995355191,-77.62581360273224,2
Honeylocust,43.101897195384616,-77.69476805384615,1
London planetree,43.146395512837834,-77.59658504932432,611
London planetree,40.72510909859155,-73.99707101408451,593
London planetree,43.139391687521076,-77.64226756728499,514
London planetree,43.18583150245499,-77.63287833371523,444
London planetree,43.14613365227964,-77.55596210212765,329
London planetree,43.16958564474708,-77.56866525972762,130
London planetree,43.24295034307693,-77.61947789,71
London planetree,43.286024,-77.684264,29
London planetree,43.096176362962964,-77.69602661851852,27
London planetree,40.858528666666665,-73.93151466666667,6
Callery pear,43.195396359722224,-77.64069309166666,159
Callery pear,40.7115855,-73.999346375,130
Callery pear,43.154864710000005,-77.59344161153845,102
Callery pear,43.18159463823529,-77.59785469313725,87
Callery pear,43.161982811494255,-77.64876030689655,72
Callery pear,43.15781656289308,-77.61676682138365,61
Callery pear,43.26268276470588,-77.64402783529412,31
Callery pear,43.16690541147541,-77.56122918852459,17
Callery pear,43.12810907096774,-77.63051918064515,16
Callery pear,43.10726886875,-77.70029424375001,8
Green ash,43.17793218877806,-77.58534502319202,474
Green ash,40.725398204545456,-73.99485277272727,446
Green ash,43.14350738258427,-77.59357338314607,401
Green ash,42.194236,-73.455462,398
Green ash,43.13875857932489,-77.64610743966244,356
Green ash,43.184550113901345,-77.63541155964126,266
Green ash,43.15274535075188,-77.55353772781955,78
Green ash,43.286024,-77.684264,44
Green ash,43.24764529615385,-77.61739048717948,31
Green ash,43.1543592,-77.61975298341709,1
Pin oak,43.13534016041667,-77.63589026458332,48
Pin oak,40.725419631578944,-73.99372405263158,41
Pin oak,43.14713337073171,-77.57466672195122,40
Pin oak,43.2342497875,-77.6245781,28
Pin oak,43.102915502500004,-77.6978205525,24
Pin oak,43.11621985714286,-77.49529442857143,24
Pin oak,43.19547592857143,-77.63080738214286,19
Pin oak,43.15973974375,-77.6140518375,16
Pin oak,43.286024,-77.684264,7
Pin oak,43.16452764583334,-77.55541271666667,6
Norway maple,38.65240247,-121.54403529000001,37
Norway maple,38.48514898108108,-121.46945857567567,11
Norway maple,38.5816695,-121.47012805714284,10
Norway maple,38.496036,-121.4039824,7
Norway maple,38.623156333333334,-121.43271320000001,4
Norway maple,38.558902636363634,-121.47685667272727,3
Norway maple,38.518421599999996,-121.52752964999999,2
Norway maple,38.44531105,-121.41221780000001,2
Norway maple,38.5518681,-121.4401503,2
Norway maple,38.573195725,-121.49462175,1
Red maple,38.66999950421456,-121.50634611570882,538
Red maple,38.56671571096654,-121.48258894386618,461
Red maple,38.69163172857143,-121.16220928571428,274
Red maple,38.446993477108435,-121.41527168674698,261
Red maple,38.49367880632184,-121.5079827689655,174
Red maple,38.61978848541667,-121.44584332291667,96
Red maple,38.54666404708029,-121.43843419306569,83
Red maple,38.64410553969631,-121.5375733570499,23
Red maple,38.1620066,-121.60989906666667,7
Red maple,38.33822336521739,-121.4168111,3
Pin oak,38.617373623999995,-121.49564604400001,82
Pin oak,38.47763544615385,-121.45669555,57
Pin oak,38.652212000000006,-121.54059871521739,46
Pin oak,38.56428403333334,-121.48699071052631,33
Pin oak,38.652330641463415,-121.50800641707318,26
Pin oak,38.4978887,-121.52046692142858,25
Pin oak,38.45197371818182,-121.42945859090909,21
Pin oak,38.6265529,-121.44053708333333,14
Pin oak,38.56145826190476,-121.45425803809523,6
Pin oak,38.38066805,-121.45425645,2
Callery pear,38.47289455700935,-121.44974697133956,1303
Callery pear,36.263166,-119.880836,871
Callery pear,38.56521335740528,-121.48183072858784,595
Callery pear,38.65895122993093,-121.52304423192633,542
Callery pear,38.55084657712177,-121.42902790479704,452
Callery pear,38.48171103097345,-121.52949407499999,321
Callery pear,38.36232123741007,-121.46042662733814,139
Callery pear,38.62445061630252,-121.46035858941175,19
Callery pear,38.24972804736842,-121.30288878421054,13
Callery pear,38.683434507692304,-121.17209363076924,11
London planetree,38.549429989985384,-121.44843460076754,6259
London planetree,35.076143,-118.63571899999998,2736
London planetree,38.65322217070088,-121.51317130325546,2611
London planetree,38.41663238354204,-121.42599894275492,1140
London planetree,38.49287102466887,-121.50584598327814,604
London planetree,38.24998516470588,-121.30287071323531,559
London planetree,38.16136643947369,-121.60806191315788,68
London planetree,38.6670121,-121.20715551803279,61
London planetree,38.565567921696754,-121.48304536779038,38
London planetree,38.624199646403504,-121.44099342614035,9
Crape myrtle,32.923198535,-117.18036255930232,623
Crape myrtle,32.74508785271505,-117.12551780134409,372
Crape myrtle,32.93283789516854,-117.09292744622793,308
Crape myrtle,32.68540842677966,-117.05152627118643,239
Crape myrtle,32.805807350251044,-117.1221762832636,231
Crape myrtle,32.83157991866667,-117.25299909333333,177
Crape myrtle,32.782776745887446,-117.05262700649351,86
Crape myrtle,32.730241839491526,-117.2390132118644,60
Crape myrtle,32.70482817733766,-117.11847064058443,59
Crape myrtle,33.02229225307693,-117.07001927307692,52
Red maple,37.72855111378049,-122.40574384878049,168
Red maple,37.77907671098039,-122.4259547254902,127
Red maple,37.78625775696429,-122.39647716964286,96
Red maple,37.718146420000004,-122.43556718333333,90
Red maple,37.750078775,-122.41528089375,83
Red maple,37.76810377807229,-122.40902196385542,82
Red maple,37.74563049211111,-122.38896860555556,51
Red maple,37.75531397454545,-122.46678551818181,41
Red maple,37.77684919944882,-122.43864277637796,30
Red maple,37.73454588756098,-122.46461025365853,22
Littleleaf linden,37.75408257857142,-122.46527355714285,55
Littleleaf linden,37.789066292,-122.39255765818181,22
Littleleaf linden,37.74851422933333,-122.418316,15
Littleleaf linden,37.76467198636363,-122.43824679999999,11
Littleleaf linden,37.776186836,-122.46614804000001,7
Littleleaf linden,37.78167859681818,-122.40400300909091,7
Littleleaf linden,37.735940559999996,-122.4335455,5
Littleleaf linden,37.761081014285715,-122.40881604285714,4
Littleleaf linden,37.73093776,-122.38552455,3
Littleleaf linden,37.783535164999996,-122.488828125,2
Crape myrtle,37.725488025,-122.44226871000001,24
Crape myrtle,37.75515327083333,-122.42965164166667,15
Crape myrtle,37.80324554375,-122.413949,10
Crape myrtle,37.7839545625,-122.479083025,10
Crape myrtle,37.71309744,-122.4043995,9
Crape myrtle,37.72032285333333,-122.45856803333332,8
Crape myrtle,37.73132315125,-122.3935114125,8
Crape myrtle,37.74171665714285,-122.47585761428572,7
Crape myrtle,37.755638631,-122.40433467999999,4
Crape myrtle,37.78792516888889,-122.43298481111111,4
,37.7627523,-122.4550676,
,37.75223335,-122.4130311,
,37.76036814,-122.4292407,
,37.78305134,-122.4200526,
,37.77347165,-122.4746704,
,37.79807267,-122.4348506,
,37.75804921,-122.4277488,
,37.79005827,-122.4539985,
,37.7580517,-122.4277078,
,37.75928044,-122.3963141,
,37.78303039,-122.4709548,
Littleleaf linden,47.69747660343406,-122.31917268653845,391
Littleleaf linden,47.60759683250639,-122.33005818107416,370
Littleleaf linden,47.55381056098266,-122.32586938034682,364
Littleleaf linden,47.56096786081081,-122.38575313162161,330
Littleleaf linden,47.67713153147436,-122.37615340384615,190
Littleleaf linden,47.53856058075269,-122.28053907096775,175
Littleleaf linden,47.578042532263154,-122.29519180842105,173
Littleleaf linden,47.72259152015152,-122.31260313424242,156
Littleleaf linden,47.64927934904762,-122.35802765714286,93
Littleleaf linden,47.64433043177143,-122.30709927942857,84
Red maple,47.64602839252959,-122.35303142426037,815
Red maple,47.565940904950004,-122.31355062075,709
Red maple,47.66827328690141,-122.31701166438631,676
Red maple,47.53843433322891,-122.36739736506024,664
Red maple,47.67366693552674,-122.3784510560778,617
Red maple,47.61749234136812,-122.33236284950635,497
Red maple,47.70422426331148,-122.33319485213116,415
Red maple,47.54188164560241,-122.28858095225903,400
Red maple,47.57236847685106,-122.38100156170213,305
Red maple,47.61406953192638,-122.30349795865031,235
Callery pear,47.61709613195506,-122.30937462808988,446
Callery pear,47.678355791995514,-122.35993486300448,445
Callery pear,47.543076709440996,-122.28569205900621,258
Callery pear,47.5500059249741,-122.37400181139897,251
Callery pear,47.68744392278539,-122.29321251780821,240
Callery pear,47.63390830101695,-122.35578692655368,219
Callery pear,47.64740849146667,-122.39920260466667,193
Callery pear,47.57749110820833,-122.31040333375,177
Callery pear,47.68051424027888,-122.38743737928287,161
Callery pear,47.66317217806201,-122.32937383643412,150
Norway maple,47.61284484066256,-122.33730087303545,675
Norway maple,47.53575957643917,-122.35407000801186,649
Norway maple,47.67481595128668,-122.30234037742663,628
Norway maple,47.53721296160884,-122.28240582996845,620
Norway maple,47.703628028515624,-122.34584908554687,443
Norway maple,47.56878654448387,-122.31793852209678,413
Norway maple,47.564169216366565,-122.3847066340836,337
Norway maple,47.62057053583704,-122.30825423022222,317
Norway maple,47.649496925525476,-122.34272025748406,311
Norway maple,47.66672459958838,-122.38123775811138,256
Pin oak,47.68743225795181,-122.31127278433735,147
Pin oak,47.58994831578948,-122.30365763508772,128
Pin oak,47.66759874795918,-122.38170573945578,109
Pin oak,47.546169313214286,-122.37235811071427,103
Pin oak,47.613076168515626,-122.3274322796875,83
Pin oak,47.539352061162795,-122.28180647209302,77
Pin oak,47.55425220261539,-122.32975707384615,65
Pin oak,47.66208291119266,-122.32046482752294,57
Pin oak,47.63785090441558,-122.29086312077922,56
Pin oak,47.63876939631068,-122.3583957407767,43
Crape myrtle,47.62809703333333,-122.35760985333333,51
Crape myrtle,47.550896156363635,-122.27528328484848,49
Crape myrtle,47.5522625340625,-122.377800278125,43
Crape myrtle,47.64492230040817,-122.4015001510204,38
Crape myrtle,47.621070912093025,-122.31833835348837,33
Crape myrtle,47.67058892941177,-122.32361365882353,32
Crape myrtle,47.53453412388889,-122.3247427388889,30
Crape myrtle,47.675173295,-122.35914878421052,18
Crape myrtle,47.639077615,-122.27852895833333,15
Crape myrtle,47.686161554,-122.39101979333333,12
Honeylocust,43.53102045986238,-96.66963863045872,341
Honeylocust,43.53344137695488,-96.75842945665413,325
Honeylocust,43.548424634640284,-96.70581243046763,278
Honeylocust,43.490578062164175,-96.73119784298508,266
Honeylocust,43.51741226994898,-96.80477928591837,229
Honeylocust,43.51320864,-96.7006176828821,218
Honeylocust,43.55130871406154,-96.73504898966154,196
Honeylocust,43.490941368476186,-96.76028672838095,134
Honeylocust,43.567884614793385,-96.75939241966942,121
Honeylocust,43.53085205372434,-96.72819340683284,105
Callery pear,38.58708899940708,-90.24344672137168,1130
Callery pear,38.62739001983806,-91.3761684491498,1127
Callery pear,38.66105083833333,-90.27920862173139,952
Callery pear,38.60728219887605,-90.29131450938026,871
Callery pear,38.66701720363107,-90.23089976126214,808
Callery pear,38.6392869294802,-90.2020380070297,652
Callery pear,38.5729593001837,-90.27481087265213,618
Callery pear,38.60412775512866,-90.21998228226265,515
Callery pear,38.70312236695652,-90.24766239043478,276
Callery pear,38.626550926257664,-90.24902934819019,247
London planetree,38.60194272889763,-90.2777767518504,412
London planetree,38.68740488064171,-90.24542357641711,327
London planetree,38.58590221088235,-90.24598406805882,305
London planetree,38.60421795224638,-90.21085701760869,254
London planetree,38.65903347590214,-90.26258460605504,221
London planetree,38.56744737497573,-90.26518204220875,187
London planetree,38.58479021996721,-90.29234041347542,170
London planetree,38.638227394887224,-90.29817299947369,138
London planetree,38.610413354660636,-90.24901721049774,133
London planetree,38.66436088128713,-90.21991270168317,101
Red maple,38.57089394280255,-90.25095302167993,1621
Red maple,38.63184144153846,-91.37682811377623,1275
Red maple,38.63652388833333,-90.19947847915459,1256
Red maple,38.682188896523435,-90.24152854023437,1141
Red maple,38.60321641066608,-90.24935232980718,948
Red maple,38.60896364378039,-90.29616794973333,768
Red maple,38.582714041116596,-90.28210118429364,505
Red maple,38.607238464177215,-90.2233207310021,501
Red maple,38.657381080039606,-90.27239430508911,414
Red maple,38.64382763287425,-90.2350987763074,143
Green ash,38.66062891774331,-90.27273008171123,1125
Green ash,38.630948393529415,-91.37713718319328,1030
Green ash,38.61085182119741,-90.2501310275728,935
Green ash,38.56592861729569,-90.26963753667162,927
Green ash,38.64255962339806,-90.20622132798059,873
Green ash,38.69272030019449,-90.2485572084765,759
Green ash,38.57922287264581,-90.24251554108108,703
Green ash,38.660396780106666,-90.2373630632889,673
Green ash,38.60977741942726,-90.21764243059565,617
Green ash,38.603980890289854,-90.29074999583662,119
Littleleaf linden,38.60477403383895,-90.24187597885768,696
Littleleaf linden,38.625500009999996,-91.37497405666666,558
Littleleaf linden,38.645297152723,-90.29062246615024,534
Littleleaf linden,38.580616956093195,-90.27980690403226,517
Littleleaf linden,38.64433457386046,-90.25210938953488,337
Littleleaf linden,38.572932600876435,-90.24925498610632,287
Littleleaf linden,38.608771035756675,-90.21277373302671,264
Littleleaf linden,38.60118588381045,-90.29711189025146,215
Littleleaf linden,38.64111510670455,-90.20616469200758,213
Littleleaf linden,38.681034391707314,-90.23915991153311,3
Pin oak,38.5672400662285,-90.26622241853808,1729
Pin oak,38.6333977255,-91.3776924355,1080
Pin oak,35.80150575,-93.26566301,862
Pin oak,38.66619230824885,-90.23584250605991,814
Pin oak,38.58558921423366,-90.30055051784846,621
Pin oak,38.63075196272,-90.21323014752001,434
Pin oak,38.59897244974478,-90.2793849836079,413
Pin oak,38.64862169061192,-90.28516224067633,375
Pin oak,38.711793879782086,-90.24323141118644,160
Pin oak,38.602733188648145,-90.2333540480926,10
Norway maple,38.58855002630058,-90.29579935208092,173
Norway maple,38.63221387764706,-91.37895233705882,173
Norway maple,38.67359598792453,-90.24025501311321,164
Norway maple,38.60280422695122,-90.24217832646342,145
Norway maple,38.648981793064515,-90.28139810725807,124
Norway maple,38.60918250743243,-90.21235824067567,108
Norway maple,38.572044938959536,-90.25697659410405,106
Norway maple,38.637334081574075,-90.2078904060185,74
Norway maple,38.70974850511628,-90.24672464906976,43
Norway maple,38.60997542468966,-90.27286071310346,17
Honeylocust,38.628472785,-90.29014552,29
Honeylocust,38.630411675,-91.37885610000001,22
Honeylocust,38.62116305666667,-90.23155468416667,14
Honeylocust,38.66725355083333,-90.21288057833334,14
Honeylocust,38.60885439448276,-90.21019716241379,12
Honeylocust,38.599876980454546,-90.24456252954546,12
Honeylocust,38.64236134071428,-90.23574895357142,9
Honeylocust,38.63897109111111,-90.2040164388889,9
Honeylocust,38.58544753666667,-90.27742975333334,8
Honeylocust,38.668172382142856,-90.24912625357142,2
Red maple,37.94352777809524,-121.29324887333333,656
Red maple,41.19840651612903,-105.84233390860217,420
Red maple,35.3313535,-118.34029749999999,226
Red maple,34.86905590322581,-120.4061364516129,186
Red maple,41.16401495454545,-104.77079881818182,124
Red maple,38.037251643750004,-121.31802986067072,66
Red maple,35.10429511627907,-117.96549330232557,43
Red maple,35.39288909090909,-120.27863345454544,35
Red maple,41.15854517647059,-106.17901961764706,34
Red maple,41.297696685714286,-105.55288014285715,22
Crape myrtle,37.98739169664989,-121.3074588014911,5164
Crape myrtle,41.172280923076926,-104.73910282336182,512
Crape myrtle,35.39409107067138,-118.37476659010599,425
Crape myrtle,35.41392128125,-120.43140575,351
Crape myrtle,41.20341169915254,-105.84831422881356,283
Crape myrtle,34.053682511450376,-118.2740370610687,236
Crape myrtle,35.11954314117647,-117.96822833411764,227
Crape myrtle,34.87051069162995,-120.40793781497797,131
Crape myrtle,36.29442913333333,-119.64355073333333,30
